m/z 35.00 ch3;37/21;Relative Time
1.541171126;8.028856622;50.681
1.388341005;8.113762485;51.437
1.742793345;8.139027423;52.194
0.936585336;7.896950738;52.951
2.080053554;7.920149256;53.707
1.822792239;8.072952542;54.464
1.985454637;8.016715497;55.22
1.864088461;7.884379569;55.976
1.58264824;8.021068458;56.733
1.742537519;7.801616162;57.489
1.343820604;7.645718812;58.245
1.659263704;8.059102751;59.004
1.634088112;7.952302134;59.76
1.461520736;8.01041009;60.516
1.56404517;7.425728826;61.273
1.190779423;7.72477717;62.029
1.599142705;7.657819547;62.785
1.711797875;7.99909148;63.542
1.443887121;7.666697547;64.298
1.437414651;7.843082217;65.054
1.229375532;7.968714582;65.811
1.51649573;7.804239891;66.567
1.73555875;7.936966935;67.324
1.584175944;7.755700806;68.08
0.955885798;7.896743256;68.836
1.260800099;8.147676704;69.593
0.985362072;8.031950562;70.349
1.258288251;8.001919631;71.105
1.504590441;8.130306079;71.863
1.627257296;7.784758467;72.619
1.701012997;7.940140541;73.375
1.329099643;7.789551311;74.132
1.584470116;7.853534299;74.888
1.336901486;8.194863979;75.645
1.40663859;7.67381378;76.401
1.742498373;7.745174378;77.157
2.426901916;7.773181763;77.913
2.360467277;7.60553095;78.671
2.325110829;8.282097257;79.428
2.421974958;8.053538203;80.184
3.762843765;7.754207775;80.94
4.440505713;8.062268975;81.697
5.899918468;7.610986538;82.454
6.968838374;7.982808171;83.21
9.322728021;8.279755866;83.966
12.81109237;7.792972616;84.722
15.57237277;7.97395045;85.48
17.23017647;7.761155253;86.237
23.1694697;8.196751377;86.993
28.03852681;7.803918412;87.749
32.49519564;8.055206431;88.505
37.34641124;7.810281878;89.262
46.61068454;7.930583169;90.018
54.42401259;8.324185826;90.775
62.94771239;8.043307762;91.532
68.38804078;7.489127931;92.288
84.23181338;8.236393721;93.045
94.05331345;8.013858793;93.801
100.1505698;8.007212217;94.426
110.5716408;7.81406726;95.315
120.5142514;7.895010225;96.071
132.7127902;7.688449342;96.828
144.1435501;7.655355739;97.585
154.3414061;7.791828192;98.341
170.3507422;7.928998181;99.097
186.8416762;7.979549197;99.854
186.0839153;7.734301702;100.61
194.5049391;7.896442909;101.367
209.9295268;8.167327808;102.123
222.3666505;8.24898946;102.88
225.6841906;7.760425146;103.637
236.5753235;7.791417635;104.393
252.6010721;8.060780803;105.149
254.9320594;7.940277419;105.906
259.9326698;7.699582459;106.662
271.8849225;8.101063088;107.418
288.7988988;8.27246295;108.175
284.4324999;7.741240221;108.932
287.4667995;7.964913586;109.688
302.4494499;7.921991629;110.444
319.7466242;8.16387568;111.201
320.3851917;8.164741964;111.957
319.3714661;7.972445997;112.713
315.0117628;7.80222786;113.47
337.2594832;7.993558542;114.226
352.1123954;8.272634242;114.982
328.5409198;7.545800295;115.739
352.3126256;8.419866175;116.495
350.273436;7.757166461;117.252
357.9666004;8.066609263;118.009
360.5477584;7.919739748;118.765
357.2742431;7.817401103;119.522
367.0435435;8.196310857;120.278
366.5275626;7.848245027;120.903
367.0090964;7.854337772;121.791
378.8163308;7.999130529;122.547
380.52206;8.354462256;123.305
387.7612095;7.916693941;124.061
390.7086791;7.843711195;124.817
398.8547695;7.969206009;125.573
390.8492808;8.108977571;126.332
410.9096887;8.263285235;127.089
413.7636285;8.159373566;127.846
411.4049447;7.983609358;128.602
410.3598889;8.008179641;129.358
409.2447642;7.543971047;130.115
430.6128437;8.260302016;130.871
421.6654028;7.997313224;131.627
428.1264886;8.076612139;132.384
425.2074649;8.035007926;133.14
419.562694;8.051694758;133.897
437.9185658;8.047366631;134.654
442.3633877;8.244664375;135.41
437.7747294;8.09721745;136.166
454.0279729;7.904661291;136.923
433.4913677;7.6163363;137.679
462.2195987;8.39256031;138.435
433.4799571;8.029324218;139.192
453.5792814;7.924995339;139.948
446.7927797;8.373688351;140.705
448.1854492;8.035264389;141.462
466.8730378;8.281138938;142.219
451.3628941;7.951941462;142.975
463.7570061;7.971708559;143.731
453.1461279;7.978804221;144.488
465.602296;7.843611567;145.245
484.1892869;8.150748299;146.002
462.7945747;7.869748686;146.759
485.5740808;7.904617619;147.516
477.22285;8.106784377;148.272
484.5339093;7.790619106;149.028
476.1694326;8.015261738;149.784
479.756808;8.162171115;150.541
487.853236;7.617558057;151.297
485.5828229;8.17607624;152.053
529.1389689;8.592340138;152.81
486.7711999;7.997355865;153.566
522.1050624;8.39247392;154.323
477.6508443;7.762786509;155.079
504.9085504;7.870103784;155.836
495.8996863;8.161797745;156.593
484.3591876;8.063254388;157.35
508.3215481;8.324835701;158.106
497.8337852;8.030196801;158.863
493.9416043;8.165634362;159.619
488.0301995;7.710818882;160.376
479.3720527;8.00265312;161.132
504.3055747;8.365292672;161.889
500.1946483;8.147170103;162.645
501.0417191;7.936118914;163.401
497.1025994;7.651976376;164.159
522.6646095;7.835748568;164.915
514.3889672;7.932766662;165.672
516.3743304;7.804468069;166.429
516.1527105;7.93574906;167.185
513.3781425;7.989258118;167.942
530.0745075;8.348065074;168.699
493.2680319;7.99039852;169.455
503.2653763;7.830135193;170.211
528.2910497;8.799853412;170.967
542.5558615;7.911719751;171.724
515.2107606;7.465571175;172.48
531.0633491;7.874862265;173.237
520.1044936;7.915755588;173.993
544.035263;8.211378031;174.749
538.50749;8.052927158;175.505
536.2592005;7.969783896;176.262
513.5965025;7.903752983;177.018
535.3540182;8.076954526;177.775
518.4569596;7.893844826;178.532
542.7213269;7.870910023;179.288
547.8404349;7.948749198;180.045
537.2967081;7.945236995;180.801
546.340699;8.350927045;181.557
534.3292495;8.213197109;182.313
533.9864152;7.574422467;183.07
523.6703985;7.497857704;183.826
546.8314218;8.146177936;184.583
544.3814027;8.193198597;185.339
531.9978299;8.101293501;186.096
527.5171646;8.012481297;186.852
536.8126458;7.746890677;187.61
525.0887211;7.624171121;188.366
542.6335333;7.873723752;189.123
530.1978935;7.869877431;189.879
530.64558;7.57485632;190.635
556.8832267;8.147509385;191.392
586.3357854;8.139237741;192.148
569.0134158;8.255255698;192.904
557.8021246;7.746764698;193.661
541.533492;8.168414151;194.417
555.7376198;7.65474055;195.173
541.5741402;8.000032567;195.93
572.3029868;7.959310465;196.686
567.5286406;8.049825897;197.442
565.2909456;7.870068645;198.199
550.4980064;7.705021163;198.955
561.1735729;7.681971594;199.714
587.0900337;8.356711218;200.47
560.1520076;7.840070662;201.227
564.9329775;7.634000846;201.983
568.9135528;8.264916688;202.74
559.552411;7.910683944;203.496
563.779364;8.051454199;204.252
553.1955208;8.155375006;205.009
544.4855946;7.740980918;205.765
575.8105079;7.756353769;206.521
567.4093699;7.592703604;207.278
559.8374293;7.846666702;208.035
557.9944685;7.993804187;208.792
556.1053625;7.783256287;209.549
563.0279759;7.803163273;210.305
559.9974428;7.79460777;211.063
589.3792152;8.246372527;211.819
585.9962336;7.692694901;212.575
572.275136;7.948978174;213.332
595.030318;8.270155495;214.089
562.2006782;8.1520107;214.845
584.5664145;8.198763836;215.602
612.5560982;8.617106864;216.36
565.0646105;8.001820946;217.116
600.2865329;8.328700612;217.873
555.1334327;7.612423425;218.632
583.1408753;7.809598348;219.388
585.4070762;8.128471739;220.144
592.4492541;8.401317395;220.9
578.865515;8.154847792;221.657
565.744725;8.07729481;222.413
606.9036467;8.301302881;223.169
577.7011203;8.144178613;223.794
603.9012066;8.248138235;224.682
568.6551414;7.669635746;225.438
569.3329628;7.745128938;226.194
607.3813427;8.105636758;226.951
575.7576837;7.58531829;227.708
604.6953721;8.568800718;228.464
587.0831814;7.612238151;229.221
583.7400586;7.967361054;229.977
563.47681;7.795681198;230.734
594.5551027;8.196906825;231.491
600.8923104;8.043016464;232.247
609.8991929;7.996301243;233.004
585.0233547;7.934765171;233.76
590.2287751;7.96443317;234.517
577.6493989;7.859728322;235.273
587.0386735;8.074205117;236.03
579.3384341;7.920208219;236.787
603.97162;8.324282574;237.543
597.2702447;7.943578252;238.3
591.1294774;7.788278533;239.056
612.0693764;8.110524506;239.812
610.4577472;7.674663894;240.569
603.8533559;8.278912227;241.325
618.683378;7.989743267;242.082
584.1020166;7.888230161;242.838
593.0837195;8.127269369;243.595
609.0344793;8.079627146;244.352
584.9430746;7.984289533;245.108
636.7055596;8.552355015;245.865
571.8830883;7.618452215;246.621
610.2059876;8.126476556;247.378
591.1928851;7.946933537;248.134
601.4796498;7.789936946;248.89
627.335442;8.224416376;249.647
601.1872044;7.849588636;250.403
622.6193446;8.174711281;251.159
610.7975287;8.085915748;251.916
611.9269161;7.924732789;252.672
596.8838922;7.71076641;253.43
610.4444232;8.198313921;254.186
599.7608222;7.88259236;254.942
604.9349564;8.034067973;255.699
590.7188199;7.82418948;256.455
613.1460162;8.333370208;257.211
612.4300907;8.019158502;257.968
631.645065;8.294072089;258.724
616.3096486;7.739356277;259.481
614.5543055;8.26749378;260.237
587.9151154;7.782146349;260.993
631.46815;8.067955078;261.749
607.9862781;7.717517079;262.506
593.8325657;8.185871224;263.262
604.8186217;7.868441709;264.018
603.2735466;8.053723678;264.774
607.1925096;7.82400068;265.532
608.8809042;7.720586272;266.29
627.4348765;8.304419553;267.046
611.8559133;8.70432161;267.802
617.3498207;8.101415347;268.559
617.4921942;8.236658842;269.315
614.9906312;7.676751112;270.073
627.7140458;7.871497702;270.829
598.755157;7.843783471;271.585
604.4209904;7.573918673;272.342
606.6261188;7.907628145;273.098
609.7527961;7.685869798;273.855
618.4501135;7.969716642;274.611
599.2927674;7.613716361;275.367
649.00978;8.45513099;276.123
607.7864096;7.850582425;276.882
622.8080283;8.276677837;277.638
621.0752651;7.909123176;278.394
599.8541298;7.909760096;279.151
616.8409681;7.986425678;279.907
611.5884135;7.979512485;280.663
616.4580662;8.074512874;281.42
626.5635325;8.148854333;282.176
610.1012808;8.01237059;282.933
590.8064497;7.935236622;283.689
629.3024009;8.242345603;284.445
608.0290206;8.038730793;285.202
620.7450609;7.533482301;285.958
631.246229;8.101991832;286.715
617.7360064;7.879225584;287.473
617.4537949;7.894770784;288.23
605.8873477;8.03527618;288.986
622.635996;7.938960519;289.743
638.7763828;7.914964372;290.5
634.4190884;8.094398175;291.256
622.9167783;7.994684413;292.013
606.0177756;8.078479287;292.77
649.4491882;7.934258926;293.527
628.000312;8.069093913;294.283
621.0107835;7.850455597;295.04
641.4497219;8.144128989;295.797
637.8969844;8.289266178;296.553
608.1980127;8.075106007;297.31
616.6745219;7.951944233;298.066
628.845574;8.050921705;298.822
607.9220511;7.756127686;299.579
582.9079058;7.467036285;300.335
634.4520221;8.248674058;301.092
642.0985702;8.365775703;301.848
631.5411522;7.663121384;302.605
626.898943;8.065707514;303.362
615.8047796;7.950120931;304.119
644.2989683;8.251653998;304.875
628.5415996;8.042737487;305.634
632.1609507;8.310841657;306.39
629.6117338;7.709022152;307.147
637.6025172;8.096992919;307.903
631.8932546;7.713667712;308.659
630.0119359;7.79762571;309.415
599.8359218;7.635771585;310.172
613.6911482;7.534630483;310.929
656.328057;8.566809863;311.685
618.7943934;7.744657934;312.441
624.4162988;7.636553621;313.198
637.176351;7.912217498;313.955
656.8722794;8.201040601;314.711
632.0235864;8.124195924;315.467
642.3113926;8.077474592;316.224
637.9474617;8.047713033;316.98
629.1287158;7.97510837;317.736
627.017993;7.727710121;318.492
663.6661863;8.06784751;319.249
645.221895;7.874918211;320.005
633.2093586;8.104022624;320.762
645.1461954;7.99912304;321.518
659.9712407;8.153590864;322.274
629.293829;7.884732723;323.031
632.1859624;7.752142373;323.787
637.48843;8.282405526;324.543
619.8843852;7.614550388;325.3
628.7176493;7.813632471;326.057
632.516571;7.979468088;326.813
635.3295054;7.770420244;327.569
641.2526773;7.945479915;328.326
635.6655845;8.091600012;329.083
629.8188899;8.105756916;329.84
646.8658336;8.311309093;330.596
635.3292973;7.587306094;331.352
654.2141724;8.305194175;332.109
655.8237092;7.878541504;332.865
688.0713622;8.465646859;333.622
632.3909606;7.989359241;334.378
635.8039487;7.944926229;335.135
636.3907362;8.081611056;335.892
614.6084008;8.066069509;336.648
654.3856828;8.19802639;337.404
656.8079094;7.78432475;338.16
657.6747257;8.04429431;338.917
628.6075332;7.847526558;339.673
624.8090763;7.396814567;340.43
649.9299336;7.933693955;341.186
649.9381673;8.114600018;341.943
648.8411774;8.068718223;342.699
640.7439657;8.120298397;343.455
640.6449085;8.065835073;344.211
641.3070695;7.843600877;344.969
653.3701019;8.019246857;345.726
628.7122621;7.559083347;346.484
653.9343205;8.29460926;347.24
650.0570189;7.986608581;347.996
669.3391108;8.33260102;348.752
656.78206;8.097235809;349.51
647.5839103;8.000029428;350.266
661.616376;8.036392904;351.022
637.2252368;7.668014332;351.779
638.0576172;8.077459893;352.535
622.8174078;7.789635917;353.292
656.6463269;8.218897642;354.048
641.2594973;7.884560453;354.805
646.9403499;8.006205916;355.562
648.0829983;7.928890818;356.318
637.6534541;8.240035132;357.074
671.7153736;8.349548617;357.831
663.9288876;8.13585402;358.587
647.6614004;7.945785392;359.343
632.1413875;7.650976382;360.1
637.452309;7.848404735;360.856
646.3591243;7.78771934;361.612
651.2104131;8.051865745;362.369
661.8667473;7.858470477;363.125
697.3393151;8.625628694;363.882
659.6506198;7.976648817;364.638
681.5084957;8.061114917;365.395
674.148038;8.034179745;366.152
656.8987924;7.901594945;366.908
663.4994571;8.066577253;367.665
661.0729749;8.340170926;368.422
688.3450695;8.218315874;369.18
668.2012758;8.526255478;369.937
667.0520566;8.207406607;370.693
687.7764052;8.400408897;371.449
658.0530168;8.028829711;372.205
657.5126051;7.838711559;372.961
644.4887478;7.826118433;373.718
629.8382801;7.580946208;374.477
681.0836138;8.144265939;375.233
668.0743381;8.027304098;375.989
636.8222886;8.088784157;376.746
660.7971233;8.117413036;377.503
676.047432;7.841198388;378.259
684.8039166;8.313176401;379.015
682.8923727;8.109983886;379.772
661.0711297;7.845163173;380.528
686.3192647;7.943070918;381.285
653.8879851;7.663047715;382.041
673.3332439;7.866459243;382.797
673.4599718;8.154498727;383.554
676.640265;7.892411898;384.311
679.7568198;8.174025889;385.067
657.342714;7.348023074;385.823
684.2965021;8.226498806;386.58
678.2706816;8.163850913;387.337
663.8122585;7.819108155;388.093
645.599317;7.849631786;388.849
632.7003979;7.737033997;389.605
671.4505619;8.383922873;390.362
605.3666901;7.889696205;391.12
599.7985213;7.832543085;391.876
585.6678129;7.772775906;392.632
568.2072638;8.042145682;393.388
568.6827403;8.031167865;394.145
536.6020669;8.284838359;394.901
532.6526667;8.476398232;395.657
500.3043253;7.749582566;396.414
498.3479542;7.706952495;397.17
496.9704178;8.270330343;397.926
487.1294318;8.453689581;398.683
432.2156349;8.006153011;399.44
422.7332152;7.857800242;400.196
417.7354772;7.735206995;400.952
411.0494367;7.537943897;401.708
387.8227094;7.501115532;402.465
398.603753;7.888717004;403.221
392.2140701;7.647358808;403.977
368.5263318;7.756955507;404.734
376.461633;8.409539575;405.49
357.5925352;7.7295871;406.115
357.7721865;7.738177527;407.003
360.257632;8.093953991;407.759
343.9428153;7.830093545;408.515
328.0149091;7.729929229;409.272
327.1982481;7.410421294;410.03
312.8561947;7.778302078;410.786
323.4358604;8.01855333;411.542
320.9932574;8.147313964;412.299
312.8196161;8.107891471;413.055
310.909258;8.147667102;413.812
296.3679245;7.644457848;414.569
300.6844245;7.662195749;415.325
286.9720813;7.462386219;416.082
294.5208823;7.979502211;416.839
287.3761142;7.605147167;417.595
268.704887;7.819277502;418.351
274.9893803;8.017234969;419.108
266.6657344;7.592707578;419.865
266.9359554;7.724634158;420.621
257.5909066;7.822471168;421.378
239.124598;7.753837795;422.134
256.7828641;7.871800049;422.89
259.5220819;8.023873183;423.646
257.4763388;8.101587971;424.403
256.5549484;8.09483188;425.16
250.255753;7.640325801;425.916
243.8845149;7.739200937;426.673
244.4401752;7.882916121;427.429
231.2370805;7.748490724;428.185
241.2140192;8.014671556;428.942
239.1182552;7.984736916;429.698
231.7293082;7.766370916;430.455
242.9506145;8.346789232;431.212
232.4928649;8.043905863;431.97
230.0971529;7.933728986;432.726
240.2104869;8.630564981;433.482
219.8678034;7.746192139;434.239
218.7785667;7.622874821;434.995
217.2925645;7.624416894;435.751
216.5860159;7.56735657;436.508
211.4249662;7.904037585;437.265
207.4767135;7.793754002;438.021
215.0295282;7.490888472;438.777
203.6221735;7.787132612;439.534
211.0775887;8.079054215;440.291
212.7981486;7.786011451;441.047
204.1239595;7.96332446;441.804
200.2259884;7.862593516;442.56
193.1313187;7.4392643;443.316
193.377572;7.553828472;444.073
199.9237297;7.645204526;444.83
206.3054088;8.000032126;445.586
199.2669443;8.021811292;446.342
191.1078709;7.869614784;447.1
189.2794778;7.745822799;447.856
190.5548603;7.802720583;448.612
189.1877032;7.938452147;449.237
193.5009752;7.97750606;450.125
196.4477207;7.825518541;450.882
187.0802606;7.512116724;451.638
194.0381447;8.12842581;452.395
187.0312435;7.662076672;453.151
182.3705224;7.689577066;453.907
184.2997071;7.684804174;454.664
185.2300863;7.772838322;455.42
178.5590494;7.257526521;456.177
173.604778;7.548531851;456.933
186.4072331;8.184822062;457.689
174.6063839;7.872654641;458.445
169.4526435;7.705964348;459.202
174.9981395;7.86200607;459.958
165.1154171;7.387223988;460.715
167.8083123;7.463856904;461.473
173.3107181;7.959581989;462.23
170.0449045;7.450829259;462.986
175.0107526;7.89240775;463.742
167.6939092;7.18403556;464.5
174.6642797;8.173740495;465.256
172.7336132;7.938928986;466.013
167.7792451;7.850253309;466.769
170.1864683;8.076955233;467.525
166.0371833;8.168599869;468.282
161.1989313;7.752789338;469.038
166.6221219;7.879231423;469.795
156.7741776;7.336257019;470.552
150.09702;7.466470829;471.309
170.4365698;7.698039539;472.065
160.2234913;8.036704934;472.823
164.9726614;7.455813772;473.58
162.6435916;8.017043497;474.336
160.18239;7.795416209;475.092
165.0541014;7.950057609;475.848
156.1470561;7.850869545;476.605
152.4709473;7.558981471;477.361
151.7099818;7.828424196;478.118
149.2389643;7.486940762;478.874
149.858809;7.752987683;479.632
156.766839;8.254363171;480.389
151.3039785;7.59342651;481.145
158.0011804;8.117843816;481.901
145.7707909;7.353738484;482.658
150.4125357;7.829386929;483.414
154.6367085;7.74879101;484.17
146.1543849;7.673933154;484.927
145.7318117;7.357517141;485.683
146.4961526;7.79932586;486.44
143.9684169;7.519958204;487.197
140.1941288;7.542959678;487.953
152.0175321;8.003663101;488.709
143.7703176;7.39287045;489.465
146.6592506;7.827662637;490.222
142.7483506;7.843167223;490.98
152.0035518;7.868269248;491.736
145.2214542;7.812532397;492.361
152.1275285;7.713278562;493.248
140.9878586;7.21114735;494.005
144.9670683;7.98084519;494.762
144.8773069;7.838118811;495.518
144.2634056;7.960321065;496.275
134.1709257;7.71406473;497.031
140.2635784;7.825532685;497.788
137.380105;7.422076276;498.544
135.9107057;7.205590664;499.301
143.4665621;8.251523449;500.057
140.7393019;7.962911501;500.814
132.9463438;7.836316313;501.57
135.5605211;7.760766669;502.326
144.4798852;7.719407244;503.083
141.7951173;7.960438786;503.84
143.3547714;7.972124152;504.596
139.8227995;7.735376456;505.353
136.8079562;7.725678795;506.109
134.1761715;7.594637148;506.865
142.1483354;8.078918557;507.621
137.0210412;7.729980823;508.378
134.7457348;7.542785899;509.134
137.9001562;8.010006137;509.891
131.6443605;7.536326529;510.647
135.3340404;7.841359424;511.403
124.932692;7.262596406;512.159
132.2294546;7.663002195;512.916
135.8583031;7.777309621;513.672
127.5752201;7.392288645;514.428
140.9427254;8.21679834;515.185
124.9743785;7.196535669;515.941
136.2635988;7.64278981;516.697
125.4865442;7.33780818;517.454
126.4639501;7.293424629;518.211
136.9043241;7.61576949;518.837
126.8770334;7.576580585;519.725
125.6370155;7.590231268;520.481
128.0420662;7.793751235;521.238
134.7056252;8.325594708;521.994
131.0472135;8.000032106;522.751
130.4395749;7.821994903;523.507
127.3796411;7.883077593;524.264
129.6690669;7.481449155;525.02
128.9249667;7.579940261;525.777
126.9309737;8.106653349;526.533
124.0698749;7.96332446;527.289
125.2853314;8.01014409;528.045
127.7174554;7.920549693;528.802
120.2458204;7.726894391;529.56
121.8121213;7.718121727;530.316
124.4224875;7.716494409;531.072
123.5672595;7.718700054;531.829
119.9180098;7.455444982;532.586
129.5325841;7.93525192;533.342
128.5178003;8.087517121;534.098
127.7661659;7.767684067;534.854
124.255442;7.956036402;535.611
120.9927727;7.243104317;536.367
126.3985742;8.081840277;537.123
126.8490074;7.511200015;537.882
124.1739994;7.713018242;538.638
117.6511499;7.872371721;539.395
122.132815;7.579940974;540.151
120.8284774;7.703164086;540.907
120.7063263;7.822944609;541.664
115.9814574;7.450753188;542.421
121.9574853;7.510198131;543.177
116.6184446;7.169759741;543.934
120.8057647;7.977872419;544.691
118.3814933;7.768739743;545.448
120.2240562;8.067220878;546.206
117.4930936;8.003638339;546.962
115.7165086;7.630214127;547.719
116.4672735;7.721720359;548.475
119.5978881;7.946380409;549.231
120.5876243;7.652762455;549.988
119.7914551;7.811967237;550.744
118.4295936;7.645518601;551.5
113.8347207;7.150353819;552.257
118.749875;7.781831917;553.013
112.3627782;7.737321064;553.769
116.1346403;8.247174347;554.526
119.313426;7.962228237;555.282
115.0115975;7.981602013;556.038
110.9058735;7.486914736;556.795
119.0206784;8.009137991;557.551
119.7966986;8.382523323;558.307
110.2357336;7.561650082;559.064
107.7322926;7.690665737;559.82
111.1277041;7.529748897;560.576
111.0403234;7.794150852;561.333
111.5671661;7.692338985;562.09
114.1805877;7.383163462;562.846
112.646402;7.696482869;563.602
111.1335984;7.496722024;564.359
118.2787473;7.98307234;565.115
110.1143955;7.639097353;565.874
108.1529885;7.858110979;566.63
108.2662958;7.520507467;567.386
114.3990974;8.219397006;568.143
113.5754685;7.736921709;568.899
112.9361852;7.938962608;569.655
105.0153449;7.431624778;570.413
112.532467;7.590554654;571.169
116.02893;8.144025305;571.925
108.5225653;7.897860675;572.683
107.6194302;7.278644365;573.439
110.0288947;7.448519844;574.195
110.5329992;7.733909753;574.952
102.6225903;7.732894399;575.709
103.445701;7.28735259;576.465
105.3552697;7.298153278;577.222
109.3396437;7.64291906;577.98
109.7081911;7.552847836;578.736
104.4975562;7.563905751;579.493
101.8383423;7.517421062;580.25
109.1048935;7.340125907;581.007
109.2066802;7.61732665;581.763
108.1997739;7.918028522;582.52
108.7007561;7.577280638;583.277
101.1096341;7.229907867;584.033
106.3477099;7.70930059;584.79
104.9051118;7.264012426;585.546
99.31810233;7.65546803;586.303
103.7140674;7.519062034;587.06
104.5469161;7.70789822;587.816
105.5711096;7.959124808;588.573
106.1828319;8.062332797;589.329
103.0480669;7.747257818;590.085
105.4724333;8.046164981;590.842
103.6502501;7.878284368;591.599
100.8010693;7.904664139;592.355
102.5765884;7.688474342;593.112
100.9827366;7.45347245;593.87
105.8005933;7.842018886;594.626
101.8705459;7.666244062;595.382
105.4194573;8.095269688;596.139
106.2732808;7.480702702;596.895
106.612553;7.445413977;597.652
104.0930014;7.271161468;598.41
103.0236086;7.476495213;599.166
102.4808219;7.502258038;599.923
103.928795;7.578644761;600.679
101.1433385;7.691275252;601.435
106.8179358;7.482013396;602.191
104.0209784;7.885770436;602.951
102.2104609;7.366592028;603.707
102.2916194;7.369371222;604.464
100.3263994;7.701026207;605.22
99.9168117;7.40101104;605.977
102.5449605;7.732936743;606.733
100.7860587;8.021009417;607.489
105.4764145;7.583095911;608.246
99.08616608;7.512074265;609.002
102.573916;7.580461091;609.759
98.1373699;7.46027357;610.515
99.48029852;7.562306299;611.271
99.90314158;7.949804276;612.028
104.023614;7.585760795;612.784
97.30485114;7.644717083;613.54
93.49246242;7.436269308;614.297
96.29368013;7.404674093;615.053
92.37868747;7.367759325;615.809
96.58475432;7.789741056;616.565
96.94102446;7.508850463;617.321
96.28582703;7.500030948;618.078
93.91629768;7.503317669;618.834
99.22125618;7.914421438;619.59
97.64931656;7.96115137;620.347
97.86050895;7.709377254;621.103
95.49838167;7.639040948;621.859
97.12555233;7.610773335;622.616
96.86398025;7.639922513;623.372
98.61216938;7.77631436;624.128
90.96107036;7.404410421;624.884
94.48571832;7.258526158;625.641
99.67893009;8.040757399;626.398
93.71698181;7.487781736;627.154
96.02239476;7.564656519;627.911
93.99967242;7.193546862;628.667
100.0552924;8.013153909;629.424
98.39171466;8.036150702;630.181
102.1675935;7.650439298;630.937
90.35992035;7.420803106;631.693
92.53815343;7.707995784;632.45
99.6920159;7.946713961;633.206
93.75729312;7.511162082;633.962
98.46693196;7.686284703;634.719
91.41311367;7.506685151;635.476
96.66521882;7.727507073;636.233
97.33439575;7.839818378;636.99
95.68733248;7.71215793;637.746
96.34245756;7.925139427;638.503
95.14461309;7.775776295;639.259
92.23264758;7.216968662;640.015
95.78360427;7.999140411;640.772
94.20095806;7.769155518;641.528
87.93872414;7.491148715;642.285
94.45950034;7.245021487;643.042
94.5784515;7.543498625;643.798
91.58571013;7.391915158;644.554
96.38396645;7.967171205;645.311
91.55556019;7.626539907;646.067
94.39034381;7.843348258;646.824
95.57211757;7.631729453;647.58
98.93544517;7.913401292;648.205
90.28810404;7.602527794;649.093
88.09699254;7.506780811;649.849
91.56650082;7.669979687;650.605
91.29113697;7.736135443;651.362
90.97302687;7.886210118;652.118
87.99027905;7.28027129;652.874
89.89849352;7.463954405;653.631
94.23977704;8.133804875;654.387
88.05485804;7.396323368;655.144
90.13094812;7.909407549;655.9
92.69102084;7.478215402;656.656
89.62465947;7.977973392;657.413
92.64988732;7.712480049;658.169
89.5176046;7.195628761;658.925
86.17952633;7.318069601;659.682
89.58796306;7.609699257;660.438
91.4865296;7.698300079;661.194
89.91716591;7.227837356;661.951
87.65855562;7.65456549;662.707
