Relative Time;37/21;m/z 35.00 ch3
236.028;6.384565505;673.4066468
236.784;5.77596394;627.1719924
237.541;6.165627369;668.2459431
238.297;5.813760649;652.3743769
239.053;6.318866775;673.7160246
239.81;5.955872754;656.6966926
240.566;6.334019407;691.9941431
241.322;6.193730657;671.9394575
242.078;6.185395182;683.8281217
242.835;5.574683853;633.796153
243.591;6.118292526;654.2375379
244.348;5.810836484;663.9140972
245.105;5.658103828;652.0545538
245.861;6.06889248;675.6330081
246.617;5.450431675;644.1299237
247.374;5.881822719;663.9742614
248.13;6.291514236;681.559879
248.886;5.912648432;672.3858645
249.643;6.114310799;668.3220601
250.399;5.981697251;685.3496321
251.155;6.201308841;696.0409096
251.912;5.905239843;688.2505066
252.67;6.069725947;688.9187454
253.426;6.03977388;692.1699619
254.183;6.143850247;695.6715094
254.94;6.180879885;677.3724545
255.696;5.99718937;677.9699727
256.453;5.776217089;686.8863416
257.209;6.025606693;661.8956138
257.965;6.368607331;704.1210802
258.724;6.231229972;676.4094577
259.481;5.826274588;687.8186709
260.237;6.451799585;712.276839
260.994;5.997170976;690.8580228
261.75;5.723409209;663.7780758
262.506;6.145911557;716.8505972
263.262;5.688481525;679.4606482
264.021;5.606081435;668.2482068
264.777;5.967459922;700.2589578
265.533;5.820848124;718.1114146
266.29;6.132985573;685.2648191
267.046;6.132782109;696.9081569
267.802;5.726712058;662.0728329
268.559;5.751690479;690.2938654
269.315;6.2697562;703.9981897
270.072;5.538990152;711.4725077
270.828;5.970530345;701.7273911
271.584;5.70903103;690.0962703
272.341;5.915585872;703.1005727
273.097;6.435963602;742.5918403
273.853;5.758029093;711.5695286
274.61;5.820571937;695.6455729
275.367;5.853910312;689.6591435
276.123;6.054317587;733.3318906
276.88;6.060487371;725.2785833
277.636;5.776771232;686.2875677
278.393;6.028392186;715.6174187
279.149;5.947643367;726.6207594
279.905;5.920285685;697.9413145
280.661;5.664327431;712.8014181
281.418;5.944942965;717.6377454
282.175;6.222995384;731.4523955
282.931;6.082735897;711.6819166
283.687;5.792398139;708.4292934
284.445;5.742693139;726.9109292
285.201;5.541748944;706.6046539
285.957;6.173348006;744.4384411
286.714;6.136502122;762.9557036
287.47;5.896481033;735.1163137
288.227;6.377203275;771.954715
288.983;6.073498598;737.6888929
289.74;5.957372967;724.8809569
290.496;5.646251253;741.6804297
291.253;5.591421551;728.2600353
292.009;5.892297324;734.4528356
292.765;6.079911547;732.0598778
293.522;5.570989881;729.6174324
294.278;6.099489271;761.1518392
295.035;5.856430082;733.5071097
295.791;5.817695103;740.0760497
296.548;5.837275521;737.5009836
297.304;5.937378283;734.7512219
298.061;6.541494644;764.1413129
298.817;6.315565614;756.9398907
299.573;5.923835211;758.3453202
300.33;5.860190647;729.6003249
301.086;5.932307412;736.8260115
301.842;6.000992434;768.8216449
302.6;6.094673993;763.7438244
303.356;6.177911367;768.2355971
304.113;5.809017574;734.3557794
304.869;5.887555823;793.0629188
305.626;5.953757737;769.1965713
306.382;5.832971951;756.0225558
307.138;6.232316216;765.8768036
307.896;6.420315307;767.0360981
308.652;6.198065913;757.1079078
309.408;5.985084695;753.3245824
310.166;5.65117841;752.5844971
310.923;5.972835587;756.603114
311.679;6.058453883;778.3689014
312.435;5.734093643;750.6464337
313.193;5.863702985;766.1410449
313.949;6.014588395;777.4521049
314.705;5.831765489;776.5979804
315.462;5.672649542;783.7387452
316.219;5.859777498;791.54448
316.976;5.650993204;773.8443469
317.732;6.464622469;802.0819953
318.489;5.879548665;787.1879194
319.245;6.173103448;794.4830334
320.001;5.748387911;769.2393036
320.76;5.694470805;785.0990167
321.516;6.041192891;799.4435978
322.273;5.500023482;746.8005158
323.031;6.049236569;779.450072
323.788;6.331273312;795.493753
324.544;5.606935726;772.6566964
325.301;5.875437969;783.8581186
326.057;6.097917563;778.2599351
326.813;6.094898727;812.3438398
327.57;5.966925653;796.044775
328.326;5.81639841;782.5652982
329.083;5.905134427;766.9620809
329.839;6.178215024;807.9558059
330.595;6.073928783;763.182205
331.351;5.799557654;771.2332196
332.108;5.624735012;766.8970315
332.864;5.859544575;760.0057877
333.621;5.98773661;794.7974443
334.377;5.806779153;791.2463688
335.133;5.739773835;745.6563223
335.89;5.994247612;816.6343767
336.647;6.156889714;831.8781441
337.272;5.625604562;788.358016
338.16;5.489205075;812.6530805
338.916;6.069704484;832.2616822
339.673;5.894762143;825.5531162
340.429;5.539056275;793.3840617
341.185;6.224370245;838.4728331
341.942;5.775805878;809.2281665
342.698;5.755784787;783.9266435
343.455;5.740941805;824.3096571
344.212;5.994369783;810.2019234
344.968;6.200123689;830.9216358
345.725;6.02622544;839.9820456
346.481;6.24882629;835.7764904
347.237;6.038122391;811.3525183
347.993;6.04387812;817.5445532
348.75;5.602293425;816.0574778
349.507;6.291416362;827.8603825
350.263;5.679370822;784.7748779
351.019;6.116620339;810.2595935
351.775;6.289882482;837.464918
352.532;5.749673733;809.505679
353.288;5.679569435;829.9798796
354.045;6.147998354;850.4142347
354.801;5.887123656;839.2235996
355.557;6.150261867;820.7723097
356.314;5.872744482;826.7247838
357.07;6.084753629;802.4924356
357.827;6.188704068;784.370226
358.583;6.315314481;777.7697038
359.34;6.059501595;729.9384996
360.096;5.65240235;702.7586233
360.852;5.669056109;677.4832307
361.609;5.951482628;652.9886404
362.365;5.773220628;623.2639365
363.122;5.851770018;632.6473042
363.879;5.736568884;572.3542279
364.635;5.794635198;546.5339999
365.392;5.606717327;529.7714584
366.148;6.024659534;554.928794
366.905;6.198655892;538.4578455
367.662;5.878725505;511.960005
368.418;5.684234843;500.1186159
369.174;5.848717505;507.109547
369.93;5.82784072;479.2212318
370.687;5.808292996;462.2269542
371.443;6.047195456;459.1694517
372.2;6.051043899;453.4081171
372.956;5.525969098;448.5446474
373.713;6.012324516;443.3448364
374.469;5.551939691;440.6682574
375.225;5.69676563;439.5908808
375.982;5.930314037;425.2567651
376.739;5.622100046;422.7710405
377.495;6.105141114;414.4861
378.251;5.855964686;409.4203198
379.007;5.972183349;421.3154625
379.764;5.765621291;414.9465827
380.52;5.899307616;408.1737564
381.277;5.555580199;416.4357929
382.033;5.444729066;397.1315754
382.789;5.851088466;407.1315576
383.546;5.960829018;392.6496784
384.302;5.99812205;400.181577
385.058;6.015944563;387.2586276
385.815;5.747261248;400.3943684
386.571;5.660048811;384.09087
387.328;6.084840199;399.9411463
388.084;5.702387006;375.5947029
388.841;5.723525231;367.5639422
389.597;5.960356376;382.8040687
390.354;6.131968284;372.4660671
391.11;5.626183736;359.3971505
391.866;6.146902108;370.8449209
392.622;5.952758001;385.8814165
393.379;5.708996674;370.1988785
394.135;5.775927627;362.5756706
394.892;5.876216489;363.9932765
395.649;5.876845514;362.0383502
396.405;5.974051034;368.2377197
397.163;5.879632632;350.6659011
397.92;6.031470678;361.5673968
398.676;5.44288386;350.9876925
399.432;5.837298977;356.4679953
400.189;6.012499679;357.2904827
400.945;5.887350722;346.240184
401.702;5.981067931;356.5856144
402.458;6.002876045;357.4131446
403.214;5.375874083;334.8848082
403.971;5.728268868;342.2348451
404.727;5.771837229;349.6573725
405.483;6.025416493;354.2040277
406.24;5.691079495;345.9222749
406.997;5.777594143;337.9259241
407.753;5.803011072;345.0478423
408.509;5.892623918;348.9423167
409.266;5.882379758;344.6223284
410.022;5.750837868;340.0304834
410.778;6.047782285;346.4171818
411.534;5.317002334;329.5893212
412.291;5.803946499;348.9934184
413.047;5.723646167;332.8633759
413.805;5.799265521;344.3510999
414.561;5.435107616;330.6414312
415.318;6.061803318;341.8567694
416.074;5.569996601;329.6268609
416.83;5.524011773;328.1210308
417.587;5.823932731;344.085073
418.343;5.811163055;340.8272655
419.099;5.426657899;318.1560673
419.855;5.658166159;331.6501554
420.612;6.157234854;335.786191
421.369;5.961657864;336.6608339
422.125;5.975228445;328.1551863
422.881;5.782590626;326.1799357
423.638;5.547227995;321.2294104
424.394;6.153488559;349.1352975
425.15;5.819153845;325.1334751
425.906;5.666689604;306.0295307
426.663;6.083638231;328.0059857
427.42;5.715638542;318.9905556
428.177;6.089769815;338.0002723
428.933;5.780976494;325.5131253
429.689;5.567132256;315.6569095
430.446;5.986420498;330.990526
431.202;5.637322897;317.4541904
431.959;5.544303394;322.8288157
432.715;5.686923153;307.8646007
433.473;5.957266409;328.8353775
434.229;6.202623302;331.3460501
434.986;5.454566591;294.9752278
435.742;5.703519367;311.5062714
436.499;5.603753077;302.9169728
437.255;6.08206276;307.1286232
438.012;5.704314841;304.1980415
438.768;5.873118198;317.6543573
439.525;5.765052363;294.6128182
440.282;5.902210297;306.8264697
441.04;5.552597162;287.2463941
441.797;5.771262018;295.5215202
442.553;5.528144106;301.8039731
443.18;5.937675636;317.0753182
444.068;5.751902309;301.4390164
444.824;5.71840204;302.9672084
445.581;5.510325407;307.4368721
446.337;5.898795506;302.5198465
447.095;6.058878564;306.1654653
447.851;5.73316893;298.8341968
448.607;5.473465968;297.152036
449.364;5.851735819;298.5259531
450.12;5.918787772;310.3138428
450.877;5.59676797;291.4666446
451.633;6.270881744;317.2200001
452.39;5.946103825;297.7057511
453.146;5.868201377;309.6024329
453.903;5.912534908;296.7313502
454.66;6.078554646;304.6483731
455.416;5.665001724;287.872776
456.172;6.289728133;297.5725755
456.931;5.977253036;290.5479524
457.688;5.977810486;301.1229086
458.444;5.956861117;294.6430241
459.201;5.46475934;296.5608029
459.957;5.7864618;291.885156
460.713;5.548528208;280.080477
461.47;5.567840154;284.7056662
462.226;5.799087576;292.788383
462.983;5.779309991;298.1194832
463.739;5.800789223;290.4947278
464.495;5.472903971;276.3192302
465.252;5.549908697;283.4263222
466.008;5.931567509;293.8469723
466.765;5.675070021;271.2207421
467.522;6.192846321;294.3003597
468.278;5.920893728;286.3894505
469.034;5.938575566;284.1611926
469.791;5.368160057;271.5533567
470.547;5.608489698;292.4888286
471.303;5.770344548;288.5806396
472.06;6.016288829;310.9132299
472.816;5.624739321;271.856174
473.572;6.335370692;304.5883638
474.328;5.851736355;281.0504215
475.085;6.105141114;289.2858129
475.842;5.730521756;283.3961125
476.598;5.893972221;279.9469506
477.355;5.668784433;287.3016388
478.111;5.54219044;271.5899553
478.867;5.667459889;278.1863957
479.624;5.882088112;297.1859296
480.38;5.769624075;280.3474608
481.136;5.483302272;271.8364589
481.894;5.663866684;285.0507273
482.65;5.888180378;276.2225367
483.406;5.506468272;273.9987146
484.163;5.761746683;282.7959654
484.92;5.769440512;280.668662
485.676;5.706076761;280.7627245
486.301;6.136606888;278.2661384
487.188;5.406505034;250.3304723
487.945;5.662454757;270.1238658
488.702;5.517747329;272.2246119
489.458;5.936054988;267.9712581
490.215;5.684692193;272.2093457
490.972;5.675050173;274.9484625
491.728;5.814962128;271.9259091
492.484;5.601682306;260.1771494
493.24;5.320622715;264.6355615
493.997;5.890185416;258.3302319
494.753;5.825132463;274.2463637
495.509;5.757740548;259.5149423
496.265;5.712938064;270.9802152
497.022;5.41940725;260.7914993
497.778;6.021224256;274.1824996
498.534;5.980839432;272.9361195
499.291;5.833360614;264.3188927
500.047;5.598515913;268.9313922
500.803;5.411844685;259.5804436
501.56;5.583044106;260.8175268
502.316;5.953445855;277.5039073
503.072;5.619978426;269.6767129
503.829;5.56237732;264.0650497
504.585;5.904833382;260.3881773
505.341;5.937826402;263.8710485
506.098;5.696938238;251.4221479
506.854;5.858994235;259.1007008
507.61;5.732923257;254.4610157
508.367;5.700827063;256.7543993
509.123;5.737888294;268.1211157
509.88;5.738903708;266.4474809
510.637;5.608982264;257.0025917
511.393;5.697471928;262.7415332
512.149;5.784525672;253.8076617
512.906;5.745103231;251.1564714
513.662;5.705487109;259.6901372
514.42;5.857646278;259.3750262
515.177;6.058276379;257.1053749
515.933;5.594775955;244.1300583
516.689;6.232934594;255.4241627
517.445;5.790247512;258.3692932
518.201;5.427020758;250.2624285
518.959;5.722541791;256.4884654
519.716;5.69622678;253.2142351
520.472;6.472614697;260.7591349
521.228;5.635877407;254.6272893
521.985;5.804487241;254.2732762
522.741;6.063594411;265.9042522
523.498;5.908464809;255.3109942
524.254;5.45047158;231.9380582
525.01;5.67633119;233.777083
525.767;5.683270258;252.5025556
526.524;6.105340089;251.1089456
527.28;5.888009963;250.1127533
528.037;5.799067374;250.7621664
528.793;5.668119243;247.3793259
529.549;5.747362163;238.5171404
530.306;5.582729159;247.2067575
531.062;5.752359983;242.9505773
531.819;5.754296758;246.2948012
532.575;5.886249011;240.7207844
533.331;5.854487419;243.0890108
534.088;5.687206267;241.1910678
534.845;5.820282656;238.0367733
535.602;5.433895682;242.2065896
536.359;5.653392017;235.5451334
537.115;5.795046558;246.0369549
537.872;5.608637533;236.0539455
538.63;6.035268845;255.7568106
539.255;5.74093178;229.4150707
540.142;5.524986985;244.4585552
540.899;5.959967521;242.8609408
541.656;6.022591523;242.3309777
542.412;5.686576637;245.9186373
543.17;5.681197528;241.8479256
543.926;5.553487177;243.2412062
544.682;5.631626592;235.3395657
545.439;5.667793813;242.9932209
546.195;5.791493407;234.9097871
546.952;5.957473569;242.5925525
547.708;5.62913144;235.4069886
548.464;5.501387757;227.579456
549.221;5.70125709;223.5465022
549.977;5.69889881;226.3729227
550.733;5.531344255;228.3751419
551.49;5.635699968;233.2900397
552.246;5.516314448;226.2861669
553.002;5.448329477;225.8660293
553.759;5.809234258;231.6058787
554.515;5.546357748;226.8230136
555.272;5.306334567;236.6347713
556.028;6.032926435;243.9262194
556.785;5.6425359;237.4307322
557.541;5.621271172;223.6125479
558.297;5.885441661;228.2217957
559.054;5.805391884;229.1059891
559.81;6.015500596;233.4439298
560.566;5.736964608;225.865104
561.323;6.018367006;238.9153854
562.079;5.835329464;222.8305127
562.835;5.587177698;213.9043365
563.592;5.775681714;235.3378622
564.348;5.465192901;225.2972261
565.105;6.222789004;228.2529971
565.861;5.8040213;227.035594
566.617;5.776332924;231.4772128
567.374;5.779542084;224.303634
568.131;5.627279497;218.8592576
568.887;5.269128757;216.533647
569.643;5.656636863;217.916962
570.4;5.800499743;228.0643892
571.156;5.84336807;224.6369353
571.913;6.078270164;231.2030165
572.67;5.518578564;227.7622355
573.426;5.562844661;220.1336593
574.183;5.742255094;233.1659646
574.939;5.784801271;219.1342229
575.695;5.722458164;217.7057959
576.453;6.016054742;213.1595544
577.209;5.875144464;216.7052083
577.966;5.726204556;215.220929
578.722;5.673717104;210.029666
579.479;5.646155475;211.6722184
580.235;6.094005512;225.8281176
580.994;5.386397256;212.9283462
581.751;5.531242855;211.4273671
582.507;5.960259303;219.5289961
583.263;5.865042917;218.0919303
584.02;5.689035529;216.3813532
584.776;5.937375835;221.9840172
585.532;5.938575759;213.2470784
586.289;5.73144805;211.4399692
587.045;5.77035803;219.1947029
587.803;5.767071338;218.6125766
588.559;5.539425196;213.0361121
589.316;5.866941069;210.2527528
590.072;5.987502949;216.7067548
590.828;5.753318856;211.2656916
591.585;5.976928199;218.5746887
592.341;5.609893552;210.1587546
593.097;5.5385569;212.4550604
593.854;5.761459195;213.9534279
594.611;5.634872152;213.9621318
595.367;5.944576499;212.516794
596.123;5.702541014;209.5237881
596.88;5.734624871;217.4569652
597.636;5.479726331;207.423365
598.393;5.730256406;204.849249
599.15;5.500958508;205.0743611
599.906;5.798700594;210.7974946
600.662;6.060194085;214.6459007
601.419;6.063444121;217.3300372
602.175;5.627383976;208.1651128
602.933;5.722971799;202.1651444
603.691;5.981335519;202.5704827
604.447;6.29050909;217.4067068
605.204;5.783326192;207.1573242
605.96;5.617250984;210.1168817
606.716;5.565743324;216.5122079
607.473;5.683165607;216.4370268
608.229;5.588391162;201.2761105
608.855;5.958828246;218.5377528
609.742;5.788737774;211.9144751
610.499;5.998134452;206.2762824
611.255;5.690631522;200.5013941
612.012;5.611369113;202.141663
612.769;5.388600206;200.9253194
613.525;5.537557001;203.4101807
614.281;5.999076734;208.2044027
615.038;5.651997495;206.2998724
615.794;5.6692396;205.1344443
616.551;5.733484528;205.0387493
617.307;5.978708753;208.8303631
618.064;5.809193215;198.936734
618.82;5.420456993;194.3121902
619.577;5.610601011;208.6723631
620.334;5.946491382;205.4732609
621.091;5.745409673;202.7397507
621.847;5.691743422;202.6393088
622.604;5.689997186;197.7739989
623.36;6.015870083;192.2794789
624.116;5.551956505;201.3066692
624.873;5.777069921;206.7092258
625.629;6.043361974;203.4984688
626.385;5.817514188;195.8115711
627.143;5.577821003;199.2060888
627.899;5.599256798;202.5380486
628.655;5.979112793;203.5563795
629.413;5.854041249;202.7257752
630.17;6.018366248;195.6425798
630.927;5.582818776;189.9546157
631.683;5.611935692;195.5343331
632.439;5.839235297;195.1409421
633.195;5.635967102;187.6893395
633.952;5.966451813;191.8658763
634.708;5.76241731;194.1603138
635.465;5.6261931;191.5364685
636.222;6.20793161;199.3446501
636.978;5.695994019;185.8673356
637.735;5.969317788;194.7371154
638.491;6.084814736;201.2343548
639.248;5.590575309;190.9925135
640.004;5.717763839;197.8836213
640.76;5.846548119;190.8885158
641.517;5.974481754;196.6004136
642.273;5.769077213;186.0728091
643.03;5.863402005;198.586508
643.787;5.730573547;190.0096558
644.543;5.612317581;186.3693569
645.3;5.546241079;188.798993
646.056;5.930035102;193.7867278
646.813;5.499543753;193.3663081
647.569;5.700349456;189.374448
648.325;5.703797724;186.1538326
649.082;5.630274555;187.6429051
649.838;5.591371194;185.3019965
650.595;5.465609426;178.5128958
651.351;5.558153241;185.5270758
651.976;5.410538454;183.1764832
652.864;5.670757042;188.7385193
653.62;5.474508718;181.4073637
654.377;5.891161702;195.4280714
655.133;5.558061109;173.9441048
655.889;5.676839951;187.7226152
656.645;5.838418613;185.2444063
657.402;6.089646238;188.5749341
658.158;5.777696932;187.6587837
658.915;5.844669039;182.6208122
659.672;5.423833391;186.4833057
660.429;5.59682902;193.009855
661.185;5.34248696;182.8553946
661.942;5.82043135;183.9425114
662.698;5.618206478;177.2685051
663.455;5.877993277;183.3752553
