Relative Time;37/21;m/z 35.00 ch3
1307.243;5.637210904;47.94408553
1307.999;5.542958203;46.87578836
1308.756;5.560707231;49.48790007
1309.512;5.547298457;49.6957694
1310.268;5.765620921;52.11783882
1311.025;5.661007498;48.86309814
1311.781;5.33394739;46.64250038
1312.537;5.959150208;48.73652145
1313.294;5.717593797;49.55421675
1314.05;5.754833538;50.98841258
1314.806;5.399742815;49.58529007
1315.562;5.407496728;47.32304269
1316.319;5.350021378;48.12180539
1317.075;5.554008723;49.2083597
1317.831;5.702621964;50.69221016
1318.587;6.132913976;50.09496722
1319.344;5.307389555;49.48179065
1320.101;5.465776371;49.86956854
1320.857;5.504863069;51.23170841
1321.614;5.69895033;49.23748962
1322.371;5.39312393;48.3104851
1323.127;5.748243873;46.54623966
1323.884;5.346555572;46.50969355
1324.642;5.483454087;46.50294297
1325.399;5.887555261;50.86034384
1326.155;5.844056501;49.6213351
1326.911;5.638375255;48.25458816
1327.667;5.693418144;49.50640201
1328.424;6.068320842;47.84253836
1329.18;5.922400795;48.3282007
1329.937;5.719685929;49.40583169
1330.693;5.642510955;45.1841077
1331.45;5.651793114;45.79754425
1332.206;5.680993839;47.83252947
1332.963;5.821133561;44.13579849
1333.72;5.667307484;46.61722798
1334.477;5.394120183;43.55658978
1335.233;5.627649605;46.56848149
1335.989;5.631995173;47.3255548
1336.746;5.472963251;47.73706945
1337.502;5.296555133;45.81782624
1338.258;5.851088619;44.85013816
1339.015;5.76434093;51.48310834
1339.773;5.311677593;42.56234781
1340.53;5.470186712;44.69608561
1341.286;5.115669055;47.21705535
1342.043;5.73649548;47.46398504
1342.799;5.900409045;47.32285397
1343.555;5.848638426;47.42113094
1344.311;5.66669184;48.44753248
1345.069;5.482141204;43.54453984
1345.825;5.613076983;44.19972138
1346.582;6.265937055;45.08680386
1347.34;5.181417794;42.83864922
1348.096;5.325914217;42.70822485
1348.853;5.709016414;46.18122621
1349.61;5.462089863;43.62892067
1350.366;5.527294641;46.07120848
1351.123;5.44052918;47.47714553
1351.88;5.646972029;45.34098991
1352.636;5.445837745;42.60685733
1353.392;5.628186819;43.06936364
1354.15;5.726833356;43.45243972
1354.906;5.416687027;44.58792936
1355.663;5.609100824;41.54377339
1356.419;5.766691087;48.48874546
1357.175;5.535310903;45.06596946
1357.934;5.757600759;45.72741204
1358.69;5.043818077;41.46082921
1359.446;5.636817313;44.41256715
1360.202;5.164554729;44.26829786
1360.959;5.163883422;41.46485844
1361.715;5.532128611;39.93475108
1362.472;5.88458564;41.98459048
1363.228;5.692979115;44.95429574
1363.985;5.567888971;42.89374207
1364.742;5.590086625;45.4461194
1365.498;5.373021477;42.87316854
1366.254;5.609665085;43.89380631
1367.011;5.156910518;45.94312183
1367.767;5.739783086;43.6176459
1368.524;5.317519935;44.17486046
1369.28;5.38289425;40.44405097
1370.036;5.385349132;41.32586238
1370.793;5.56941059;42.27337044
1371.55;5.713646892;42.75104591
1372.307;5.665457631;41.5813899
1373.064;5.537909343;43.34705822
1373.82;5.240712789;40.2306683
1374.446;5.991566647;43.20650941
1375.333;5.469790106;41.21391738
1376.09;5.258217107;41.6533975
1376.847;5.917214193;44.66160591
1377.603;5.353269929;40.61469193
1378.359;5.375717659;40.82331421
1379.115;5.496277479;41.17129078
1379.872;5.577912406;42.1843927
1380.629;5.454571081;43.57411058
1381.385;5.376080928;38.61355169
1382.142;5.578825226;43.22047773
1382.899;5.625024964;42.32681145
1383.655;5.373427476;40.22153479
1384.412;5.630002197;44.8912719
1385.17;5.140418607;40.45734557
1385.926;5.4938767;40.02687566
1386.683;5.660312921;42.19544999
1387.439;5.48760447;42.39087883
1388.195;5.647303801;41.61393893
1388.952;5.61274598;42.68265934
1389.71;5.769080738;38.42715373
1390.466;5.627330473;41.05576714
1391.091;5.581205659;40.71182339
1391.98;5.438535205;41.79747664
1392.736;5.461967314;42.23229399
1393.492;5.365338244;40.25617566
1394.249;5.659187579;42.26912967
1395.005;5.791043541;44.72619312
1395.761;5.561020117;38.1692102
1396.518;5.760025162;41.96751169
1397.274;5.625314286;41.87759741
1398.03;5.648984416;40.28938357
1398.787;5.616146213;41.10414342
1399.543;6.098723116;38.88282991
1400.299;5.787425413;42.01360215
1401.056;5.864787323;40.02230277
1401.812;5.345876454;39.90624037
1402.572;5.467165395;37.92423779
1403.329;5.594429753;40.79879048
1404.085;5.657731947;41.15944085
1404.842;5.572434656;40.69621222
1405.599;5.523918208;40.85922142
1406.355;5.536984021;41.06629061
1407.112;5.852160805;39.94233609
1407.737;5.668642254;38.77585329
1408.625;5.826937507;39.81087048
1409.383;5.473855722;39.50927586
1410.14;5.413912945;41.07309224
1410.896;5.771032241;40.77862188
1411.652;5.630198793;40.99545845
1412.409;5.380111675;38.74248713
1413.166;5.447953779;39.27709734
1413.922;5.543849503;39.45731928
1414.679;5.678389729;39.73639774
1415.435;5.492130658;40.5785665
1416.193;5.627845795;37.11021615
1416.95;5.707026558;39.64492484
1417.706;5.58196126;39.38005776
1418.462;5.550459895;39.68419757
1419.22;5.187408391;40.45440649
1419.976;5.545436047;41.79539019
1420.732;5.841383109;39.43785164
1421.489;5.338264255;39.59942409
1422.245;5.30191035;39.42811968
1423.001;5.419586935;38.32116413
1423.757;5.442294441;38.31811398
1424.513;5.369723843;37.88063054
1425.27;5.379708896;37.79522747
1426.026;5.745393656;38.26609032
1426.782;5.500023775;39.16155497
1427.54;5.207121141;39.03672931
1428.296;5.685750687;40.93395565
1429.053;5.628568034;39.33148145
1429.81;5.748526693;39.01204474
1430.566;5.281840321;38.0757926
1431.322;5.360423203;38.34328331
1432.079;5.625310591;37.56444415
1432.835;5.422818734;36.88552818
1433.592;5.400022475;39.82368791
1434.349;5.691311449;41.04636158
1435.105;5.683645169;37.0951698
1435.862;5.46138333;39.05327849
1436.619;5.752067403;37.51277624
1437.375;5.067953541;37.30404965
1438.132;5.43869895;34.56555075
1438.888;5.50516932;39.12739144
1439.646;5.11314345;37.09602042
1440.402;5.23392645;37.77398705
1441.159;5.637576435;37.6916527
1441.915;5.600398175;37.09775097
1442.672;5.486004518;37.47799116
1443.428;5.369794446;37.22092386
1444.184;5.474779062;39.31075204
1444.941;5.904304004;37.94396985
1445.697;5.401830671;39.79882525
1446.453;5.437005506;38.44987207
1447.21;5.611029154;38.4411366
1447.966;5.471372372;36.8525162
1448.723;5.90590566;39.01522505
1449.479;5.46235818;36.30584784
1450.235;5.616269403;37.20173284
1450.86;5.256900136;37.27833416
1451.749;5.313522272;35.95299713
1452.505;5.500716179;38.40876656
1453.261;5.230166721;35.88120053
1454.017;5.478844198;38.59875434
1454.773;5.703588811;39.67377327
1455.53;5.184555791;35.43847549
1456.286;5.692839005;36.90979775
1457.042;5.895161061;36.33434023
1457.798;5.489385846;38.8290372
1458.555;5.449095062;34.8185663
1459.312;5.675438055;39.66332265
1460.069;5.794019234;36.03270456
1460.825;5.825036539;37.76917765
1461.582;5.804973084;33.20611258
1462.338;5.731674646;35.88575743
1463.094;5.723678794;37.3118224
1463.851;5.412698056;36.30985796
1464.607;5.345002779;35.4651784
1465.364;5.601852554;35.61451206
1466.122;5.271557255;37.34092583
1466.878;5.537705887;35.94980917
1467.634;5.627384794;39.96553709
1468.391;5.6073288;38.41370645
1469.147;5.314738853;34.25677439
1469.903;5.394517428;35.17651779
1470.66;5.536938212;37.09982945
1471.416;5.451545743;38.62222388
1472.172;5.400478817;34.97334141
1472.929;5.277417415;34.5700734
1473.685;5.651589309;35.23968087
1474.442;5.680639042;37.15596245
1475.198;5.3635739;36.15480868
1475.955;5.428724588;36.27939118
1476.711;5.34318171;35.48475448
1477.336;5.483893691;34.45270434
1478.224;5.482030648;36.02492804
1478.98;5.687844411;34.51003358
1479.737;5.662955317;31.90455068
1480.493;5.417261417;34.23156326
1481.249;5.554559694;35.56996113
1482.006;5.119067498;31.39418042
1482.762;5.088726093;31.44560814
1483.519;5.460515804;34.68786485
1484.275;5.575780776;35.9847492
1485.032;5.636050248;36.00822103
1485.788;5.75817214;35.06422065
1486.545;5.435001768;34.6230445
1487.302;5.759375307;34.23902761
1488.058;5.756324477;32.42759063
1488.815;5.53233472;34.27524643
1489.572;5.658402718;34.61399111
1490.328;5.513383498;33.49549748
1491.084;5.510318387;34.2062593
1491.841;5.509457499;34.8775449
1492.597;5.669019077;35.03876695
1493.354;5.862421943;35.90322027
1494.11;5.546863142;34.61559436
1494.866;5.93529502;32.31724527
1495.623;5.44467038;34.75450414
1496.379;5.594197955;31.85536008
1497.135;5.203381495;31.16749649
1497.894;5.504864916;34.57545275
1498.65;5.522620899;34.03456079
1499.407;6.077137245;36.57873628
1500.163;5.635052234;33.19260317
1500.92;5.62769036;31.76416796
1501.676;5.302158084;31.75284796
1502.432;5.479218075;32.12622019
1503.189;5.681733819;35.03138504
1503.814;6.207581281;35.07580087
1504.702;5.68814142;34.46408076
1505.458;5.637733259;33.8502332
1506.215;5.312382625;32.94264237
1506.972;5.775681217;32.67823372
1507.729;5.65561003;32.45008013
1508.485;5.651391415;33.18870724
1509.241;5.213890276;31.90551595
1509.997;5.299519379;32.41007854
1510.754;5.610820586;31.83729748
1511.51;5.848905416;32.97750358
1512.267;5.413691204;32.29844278
1513.023;5.615511603;29.08911783
1513.78;5.413245133;31.06918181
1514.536;5.732784261;33.54584734
1515.292;5.461015907;33.92051472
1516.049;5.98950984;32.47289431
1516.805;5.71362585;33.90957404
1517.561;5.699833701;33.04096366
1518.317;5.651398806;33.76299951
1519.074;5.294402541;32.12855922
1519.832;5.468843061;31.8359527
1520.588;5.423749402;32.33734856
1521.344;5.937070689;32.3389211
1522.101;5.814751422;31.86798307
1522.857;5.810393135;31.8194025
1523.613;5.324283904;30.45859944
1524.37;5.617163415;32.33862763
1525.126;5.316940898;30.02777054
1525.883;5.214661438;29.36822194
1526.639;5.788261652;32.15981544
1527.395;5.572162009;30.98959297
1528.154;5.763365372;32.0657623
1528.91;5.579872987;31.56079434
1529.667;5.512424062;33.59132905
1530.424;5.519536948;31.50988607
1531.18;5.951500024;30.81672662
1531.937;5.28320888;29.92199739
1532.694;5.68280136;33.66944454
1533.45;5.300294161;31.07874494
1534.207;5.755050322;32.18628709
1534.963;5.720423073;31.82281522
1535.719;5.510787865;29.59958082
1536.475;5.727475773;34.06795636
1537.232;5.851388029;31.55512137
1537.988;5.7987022;30.73828953
1538.745;5.423673603;32.24718223
1539.501;5.406067885;31.7999711
1540.258;5.555043748;32.87259531
1541.014;5.744703955;30.24553192
1541.77;5.604367348;29.39716131
1542.526;5.663407964;30.79651523
1543.283;5.481612223;30.89962703
1544.039;5.622648638;30.73723451
1544.796;5.417436714;28.28187928
1545.552;5.565319059;29.65790206
1546.309;5.565758336;30.07628453
1547.065;5.541631897;28.05381098
